itemId,account,category,title,derivedSku,skuSource,price,stock,h,w,l,weightKg,dimSource,mlCategoryLocalId,existingProductId,action,error,newProductId,newListingId,commitError
"MLB3523061787","JOTABÊ AUTOPEÇAS","MLB63846","Retrovisor Direito Peugeot 206 Original Usado ","ML-MLB3523061787","fallback-itemId","118","1","15","15","15","0.6","cat:MLB63846->SMALL","cmmwc3po206vjvsakoqtqu96t","","create-new","","cmnwd38fi01w9vs4w35byt1gz","cmnwd38no01wbvs4wmql5by8k",""
"MLB4261674360","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Peugeot Citroen 0280156272 ","ML-MLB4261674360","fallback-itemId","72","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new","","cmnwd397m01wdvs4wbag64cls","cmnwd39fk01wfvs4w56fyu0pb",""
"MLB4241087462","JOTABÊ AUTOPEÇAS","MLB101765","Tampa Traseira Peugeot 206 ","ML-MLB4241087462","fallback-itemId","432","1","30","80","100","18","cat:MLB101765->XXLARGE","cmmwc3rbi06wyvsak8wi295m0","","create-new","","cmnwd39zg01whvs4wp3j3s03y","cmnwd3a7c01wjvs4ws7lr44tj",""
"MLB3523192725","JOTABÊ AUTOPEÇAS","MLB190953","Condensador Ar Condicionador Peugeot 206/207","ML-MLB3523192725","fallback-itemId","201","1","15","15","15","0.6","fallback:SMALL","cmmwc3t6706y2vsakzfobhq9c","","create-new","","cmnwd3ard01wlvs4w583cjbtf","cmnwd3az801wnvs4wawqh0cnm",""
"MLB4241052672","JOTABÊ AUTOPEÇAS","MLB194752","Tanque Combustível Peugeot 206 1.6","ML-MLB4241052672","fallback-itemId","208","1","30","50","80","12","cat:MLB194752->XLARGE","cmmwc3sbv06xqvsakkoe6fnnn","","create-new","","cmnwd3bj701wpvs4wtp7kjjq8","cmnwd3br701wrvs4wft79agtg",""
"MLB4270474480","JOTABÊ AUTOPEÇAS","MLB192358","Sonda Lambda Clio Sandero Flex H8200495791","ML-MLB4270474480","fallback-itemId","79","1","10","10","10","0.3","cat:MLB192358->TINY","cmmwbyx1q030lvsakvbg4u4ak","","create-new","","cmnwd3cb501wtvs4w8xks7sje","cmnwd3cj301wvvs4wisbpnrm3",""
"MLB3521070479","JOTABÊ AUTOPEÇAS","MLB115598","Botao Do Vidro Eletrico Ford Fusion Edge 8l8t-14529-abw","ML-MLB3521070479","fallback-itemId","21","1","10","10","10","0.3","cat:MLB115598->TINY","cmmwc49hz07bmvsak0sxedl9t","","create-new","","cmnwd3d2s01wxvs4w1kto3qgb","cmnwd3dan01wzvs4ws3fpl1xy",""
"MLB4243730758","JOTABÊ AUTOPEÇAS","MLB2235","Alavanca Marcha Mobi Siena Strada 60423260000","ML-MLB4243730758","fallback-itemId","278","1","15","15","15","0.6","fallback:SMALL","cmmwbyz25032avsakexopg0vb","","create-new","","cmnwd3duk01x1vs4we0258x73","cmnwd3e2j01x3vs4wfz90ouvp",""
"MLB4235128116","JOTABÊ AUTOPEÇAS","MLB115598","Interruptor Porta Diant Le Astra 99/ Meriva/zafira 9100300","ML-MLB4235128116","fallback-itemId","24","1","10","10","10","0.3","cat:MLB115598->TINY","cmmwc49hz07bmvsak0sxedl9t","","create-new","","cmnwd3emj01x5vs4wn45jv6bb","cmnwd3eul01x7vs4wduuzujk7",""
"MLB3519616649","JOTABÊ AUTOPEÇAS","MLB194790","Tampa Traseira Vw Tiguan","ML-MLB3519616649","fallback-itemId","576","1","30","80","100","18","kw:XXLARGE","cmmwc3r9u06wxvsakh1zt9q5v","","create-new","","cmnwd3fek01x9vs4wnp63w7dx","cmnwd3fmh01xbvs4wf7ex9c61",""
"MLB3519302771","JOTABÊ AUTOPEÇAS","MLB101764","Paralama Direito Santana Verssailes 1991 A 1996 ","ML-MLB3519302771","fallback-itemId","79","1","30","50","80","12","cat:MLB101764->XLARGE","cmmwbysao02wsvsakbsy97ixd","","create-new","","cmnwd3g6b01xdvs4w3xktgl57","cmnwd3gea01xfvs4wmk0aeyo6",""
"MLB3519310653","JOTABÊ AUTOPEÇAS","MLB101764","Paralama Direito Stratus 1995 A 2000 ","ML-MLB3519310653","fallback-itemId","143","1","30","50","80","12","cat:MLB101764->XLARGE","cmmwbysao02wsvsakbsy97ixd","","create-new","","cmnwd3gy601xhvs4wm3ts3vo7","cmnwd3h6401xjvs4wzj9zg5r2",""
"MLB3520573735","JOTABÊ AUTOPEÇAS","MLB101763","Porta Direita Sprinter Até 2012 Com Detalhe","ML-MLB3520573735","fallback-itemId","576","1","30","50","80","12","cat:MLB101763->XLARGE","cmmwc3rfp06x0vsak3s2x0o8h","","create-new","","cmnwd3hpw01xlvs4wfh8w7z2y","cmnwd3hxy01xnvs4w0mwk302h",""
"MLB4235532388","JOTABÊ AUTOPEÇAS","MLB115598","Botão Vidro Elétrico Porta Traseira Direita Ford Edge 2010","ML-MLB4235532388","fallback-itemId","33","1","10","10","10","0.3","cat:MLB115598->TINY","cmmwc49hz07bmvsak0sxedl9t","","create-new","","cmnwd3ilo01xpvs4w3tvrrjj1","cmnwd3itn01xrvs4wyf4yeoyi",""
"MLB4235785762","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Palio Siena Fire Iwp 065","ML-MLB4235785762","fallback-itemId","66","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new","","cmnwd3jdo01xtvs4wionsv3ey","cmnwd3jln01xvvs4wcmg0knbx",""
"MLB4235525542","JOTABÊ AUTOPEÇAS","MLB22701","Quebra Sol Direito Peugeot 206","ML-MLB4235525542","fallback-itemId","41","1","15","40","40","2","cat:MLB22701->MEDIUM_FLAT","cmmwbz0kd0336vsakjhis8l4q","","create-new","","cmnwd3k5l01xxvs4w0gz3hr1e","cmnwd3kdl01xzvs4wc845viqq",""
"MLB4236092528","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Palio Siena Fire Iwp 065","ML-MLB4236092528","fallback-itemId","66","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new","","cmnwd3kxj01y1vs4w6m1ciyka","cmnwd3l5l01y3vs4we0b7i9j1",""
"MLB4233292090","JOTABÊ AUTOPEÇAS","MLB101763","Porta Esquerda Sprinter Até 2012 Com Detalhe ","ML-MLB4233292090","fallback-itemId","576","1","30","50","80","12","cat:MLB101763->XLARGE","cmmwc3rfp06x0vsak3s2x0o8h","","create-new","","cmnwd3lpo01y5vs4w5kun262u","cmnwd3lxr01y7vs4w6laudjpa",""
"MLB4235525218","JOTABÊ AUTOPEÇAS","MLB22685","Cinzeiro Peugeot 206","ML-MLB4235525218","fallback-itemId","45","1","15","15","15","0.6","fallback:SMALL","cmmwbyzfs032mvsak4umpl0ly","","create-new","","cmnwd3mhp01y9vs4w6d6mm4ds","cmnwd3mpq01ybvs4w5izsbm18",""
"MLB4233293606","JOTABÊ AUTOPEÇAS","MLB101763","Porta Traseira Esquerda Classic 2005 A 2016","ML-MLB4233293606","fallback-itemId","287","1","30","50","80","12","cat:MLB101763->XLARGE","cmmwc3rfp06x0vsak3s2x0o8h","","create-new","","cmnwd3n9g01ydvs4wtjcf3hj1","cmnwd3nhc01yfvs4wqyha05n8",""
"MLB3520152893","JOTABÊ AUTOPEÇAS","MLB101763","Porta Dianteira Direita Towner 1992 A 1999 Com Detalhes Dianteira Direita","ML-MLB3520152893","fallback-itemId","208","1","30","50","80","12","cat:MLB101763->XLARGE","cmmwc3rfp06x0vsak3s2x0o8h","","create-new","","cmnwd3o1c01yhvs4wnmw6jzyj","cmnwd3o9c01yjvs4whtru6c9j",""
"MLB4235128870","JOTABÊ AUTOPEÇAS","MLB63743","Alavanca Freio De Mão Peugeot 206","ML-MLB4235128870","fallback-itemId","72","1","15","15","15","0.6","cat:MLB63743->SMALL","cmmwbyz4b032fvsakihgxz5uq","","create-new","","cmnwd3otf01ylvs4wpgqrm6uv","cmnwd3p1c01ynvs4w26vi836x",""
"MLB4236029568","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Palio Siena Fire Iwp 065","ML-MLB4236029568","fallback-itemId","66","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new","","cmnwd3plf01ypvs4w5j1kxajl","cmnwd3pth01yrvs4wvzz6q75s",""
"MLB3519498957","JOTABÊ AUTOPEÇAS","MLB101763","Porta Dianteira Direita Corsa Classic Dianteira Direito Branco","ML-MLB3519498957","fallback-itemId","360","1","30","50","80","12","cat:MLB101763->XLARGE","cmmwc3rfp06x0vsak3s2x0o8h","","create-new","","cmnwd3qdh01ytvs4w0gafz5wk","cmnwd3qli01yvvs4we4mrv29w",""
"MLB4235376032","JOTABÊ AUTOPEÇAS","MLB438953","Acabamento Chave Seta Peugeot 206 9648902977g01","ML-MLB4235376032","fallback-itemId","42","1","10","10","10","0.3","kw:TINY","cmmwc4bsg07dlvsak1pzqohv1","","create-new","","cmnwd3r5h01yxvs4wjqgqhybu","cmnwd3rdi01yzvs4w9e1ak4tf",""
"MLB4235797402","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Palio Siena Fire Iwp 065","ML-MLB4235797402","fallback-itemId","66","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new","","cmnwd3rx701z1vs4wzwo7spha","cmnwd3s5901z3vs4wf60956np",""
"MLB4232344808","JOTABÊ AUTOPEÇAS","MLB101764","Paralama Direito Freemont Journey 2009 A 2015 ","ML-MLB4232344808","fallback-itemId","367","1","30","50","80","12","cat:MLB101764->XLARGE","cmmwbysao02wsvsakbsy97ixd","","create-new","","cmnwd3sp801z5vs4w3rktz6nw","cmnwd3sx101z7vs4wuxf0obpm",""
"MLB3518842393","JOTABÊ AUTOPEÇAS","MLB101764","Paralama Esquerdo Freemont Journey 2009 A 2015","ML-MLB3518842393","fallback-itemId","287","1","30","50","80","12","cat:MLB101764->XLARGE","cmmwbysao02wsvsakbsy97ixd","","create-new","","cmnwd3th201z9vs4w61u6a4vc","cmnwd3toy01zbvs4wxhayw1qc",""
"MLB4272755650","JOTABÊ AUTOPEÇAS","MLB428983","Maçaneta Direita Palio Siena 1996 A 2001","ML-MLB4272755650","fallback-itemId","13.27","1","15","15","15","0.6","cat:MLB428983->SMALL","cmmwc3qp206wbvsak8xk9mw49","","create-new","","cmnwd3ucl01zdvs4wdqvf3v4i","cmnwd3ukk01zfvs4w7wucysc4",""
"MLB3538110141","JOTABÊ AUTOPEÇAS","MLB192572","Modulo Central D Vidro Trava 2s6t15604ad Para Linha Ford","ML-MLB3538110141","fallback-itemId","71","1","15","15","15","0.6","kw:SMALL","cmmwbywwx030hvsaku3sxteoc","","create-new","","cmnwd3v4b01zhvs4wndzqc1h2","cmnwd3vc901zjvs4w43py462v",""
"MLB4285203840","JOTABÊ AUTOPEÇAS","MLB455486","Tampa Lateral Motor Corolla 2012 A 2018","ML-MLB4285203840","fallback-itemId","211","1","15","15","15","0.6","fallback:SMALL","cmmwbyy50031jvsakqq321yi3","","create-new","","cmnwd3vw701zlvs4wxrl6aqgh","cmnwd3w4801znvs4w9ssaxzaw",""
"MLB4285186850","JOTABÊ AUTOPEÇAS","MLB459394","Módulo Vw Gol Voyage G6 G7 5u0959800a","ML-MLB4285186850","fallback-itemId","98","1","15","15","15","0.6","kw:SMALL","cmmwc4cbv07e2vsak2asqwxxq","","create-new","","cmnwd3wo601zpvs4wuptr7eom","cmnwd3ww701zrvs4wn7qt4pl2",""
"MLB4279094770","JOTABÊ AUTOPEÇAS","MLB192358","Sonda Lambda Onix Prisma Montana Cobalt 24583550","ML-MLB4279094770","fallback-itemId","110","1","10","10","10","0.3","cat:MLB192358->TINY","cmmwbyx1q030lvsakvbg4u4ak","","create-new","","cmnwd3xg901ztvs4wo6f8hq6k","cmnwd3xod01zvvs4w5rekqa2y",""
"MLB3533683129","JOTABÊ AUTOPEÇAS","MLB63512","Motor Limpador Parabrisa Hb20 W000102640","ML-MLB3533683129","fallback-itemId","132","1","25","25","25","2","cat:MLB63512->MEDIUM","cmmwc6i9y095mvsakw0o3wsah","","create-new","","cmnwd3y8701zxvs4w8l9i22zg","cmnwd3yga01zzvs4wv85rregd",""
"MLB3535025763","JOTABÊ AUTOPEÇAS","MLB192955","Chicote Teto Volvo V40 2.0 2014","ML-MLB3535025763","fallback-itemId","231","1","15","15","15","0.6","fallback:SMALL","cmmwc49hz07bnvsakor466kr1","","create-new","","cmnwd3z030201vs4wjqxq3tgk","cmnwd3z880203vs4w9kkoixue",""
"MLB4281155944","JOTABÊ AUTOPEÇAS","MLB63512","Motor Limpador Parabrisa Sentra 2008 A 2014 ","ML-MLB4281155944","fallback-itemId","198","1","25","25","25","2","cat:MLB63512->MEDIUM","cmmwc6i9y095mvsakw0o3wsah","","create-new","","cmnwd3zs20205vs4w8imftt1u","cmnwd3zzx0207vs4wjxj5n8oz",""
"MLB4281104420","JOTABÊ AUTOPEÇAS","MLB47110","Coletor Admissão Hb20 1.0 3cc 2022","ML-MLB4281104420","fallback-itemId","253","1","25","25","25","2","cat:MLB47110->MEDIUM","cmmwbyxfx030xvsak16p9q9bd","","create-new","","cmnwd40k10209vs4wqqpzpg5f","cmnwd40s1020bvs4w0glbk0kf",""
"MLB4270072502","JOTABÊ AUTOPEÇAS","MLB192358","Sonda Lambda Fiat Argo Cronos Uno Mobi 1.0 1.4","ML-MLB4270072502","fallback-itemId","100.98","1","10","10","10","0.3","cat:MLB192358->TINY","cmmwbyx1q030lvsakvbg4u4ak","","create-new","","cmnwd41bu020dvs4wg2mry8h8","cmnwd41jw020fvs4w916vhmfv",""
"MLB4276743912","JOTABÊ AUTOPEÇAS","MLB116012","Volante Hb20 Cinza","ML-MLB4276743912","fallback-itemId","179","1","15","15","15","0.6","fallback:SMALL","cmmwbz0kd033hvsakag5jhst7","","create-new","","cmnwd423u020hvs4wrvaursjj","cmnwd42bv020jvs4w90mgychf",""
"MLB3533730359","JOTABÊ AUTOPEÇAS","MLB47110","Coletor Admissão Hb20 1.0 3cc","ML-MLB3533730359","fallback-itemId","198","1","25","25","25","2","cat:MLB47110->MEDIUM","cmmwbyxfx030xvsak16p9q9bd","","create-new","","cmnwd42vu020lvs4wsihoqviq","cmnwd433u020nvs4wp6im8e7x",""
"MLB4276702054","JOTABÊ AUTOPEÇAS","MLB194174","Carter Palio Uno Siena Strada Fire 1.0 1.4","ML-MLB4276702054","fallback-itemId","83","1","25","25","25","2","cat:MLB194174->MEDIUM","cmmwc6dfp091mvsakhucj0l73","","create-new","","cmnwd43nv020pvs4whyivspka","cmnwd43vy020rvs4wmykra1a5",""
"MLB4278772888","JOTABÊ AUTOPEÇAS","MLB22645","Circuito Lanterna Traseira Esquerda Mobi 48950751 Esquerdo/motorista","ML-MLB4278772888","fallback-itemId","56","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new","","cmnwd44fw020tvs4w7sb26z52","cmnwd44nu020vvs4wrwbe5nev",""
"MLB4282242938","JOTABÊ AUTOPEÇAS","MLB46723","Jogo De Banco Volvo V40 2014 Caramelo Behe","ML-MLB4282242938","fallback-itemId","1320","1","30","50","80","12","kw:XLARGE","cmmwc48ev07aovsak564o46fg","","create-new","","cmnwd457x020xvs4wf1ewl6cb","cmnwd45fz020zvs4weu5tntqa",""
"MLB4276698948","JOTABÊ AUTOPEÇAS","MLB116012","Volante Hb20 Cinza","ML-MLB4276698948","fallback-itemId","179","1","15","15","15","0.6","fallback:SMALL","cmmwbz0kd033hvsakag5jhst7","","create-new","","cmnwd463s0211vs4w4jwr28y4","cmnwd46bu0213vs4w30nv5ytr",""
"MLB3535839889","JOTABÊ AUTOPEÇAS","MLB63735","Coletor Escape Sandero Duster","ML-MLB3535839889","fallback-itemId","165","1","25","25","25","2","cat:MLB63735->MEDIUM","cmmwbyxn90314vsaktx6r9e1u","","create-new","","cmnwd46vr0215vs4wgws5ws9i","cmnwd473r0217vs4ws74kr5we",""
"MLB3536178811","JOTABÊ AUTOPEÇAS","MLB63512","Motor Limpador Parabrisa Hb20 2022 98100r1000","ML-MLB3536178811","fallback-itemId","215","1","25","25","25","2","cat:MLB63512->MEDIUM","cmmwc6i9y095mvsakw0o3wsah","","create-new","","cmnwd47nj0219vs4wkdwwyrn7","cmnwd47vg021bvs4wt3fja6df",""
"MLB4281106312","JOTABÊ AUTOPEÇAS","MLB63512","Motor Limpador Parabrisa Hb20 2022 98100r1000","ML-MLB4281106312","fallback-itemId","215","1","25","25","25","2","cat:MLB63512->MEDIUM","cmmwc6i9y095mvsakw0o3wsah","","create-new","","cmnwd48fc021dvs4w4iqsi2mb","cmnwd48nc021fvs4wj9sc7zm5",""
"MLB3548169407","JOTABÊ AUTOPEÇAS","MLB22704","Console Cambio Peugeot 206 ","ML-MLB3548169407","fallback-itemId","59","1","25","25","25","2","cat:MLB22704->MEDIUM","cmmwc48el07amvsakdva52cdc","","create-new","","cmnwd4978021hvs4wysi31r5x","cmnwd49f6021jvs4wajqgoq4t",""
"MLB4299203796","JOTABÊ AUTOPEÇAS","MLB115598","Botão Vidro Elétrico Peugeot 206 03 A 08 Lado Esquerdo Duplo","ML-MLB4299203796","fallback-itemId","66","1","10","10","10","0.3","cat:MLB115598->TINY","cmmwc49hz07bmvsak0sxedl9t","","create-new","","cmnwd49z1021lvs4wd0x9jb11","cmnwd4a71021nvs4w5ggd512t",""
"MLB4291438400","JOTABÊ AUTOPEÇAS","MLB63687","Moldura Painel Honda New Civic 77220snjm00020","ML-MLB4291438400","fallback-itemId","165","1","10","10","50","0.8","cat:MLB63687->SMALL_LONG","cmmwc6a7t08z2vsaksxg0v4tm","","create-new","","cmnwd4aqv021pvs4wr5iig1n3","cmnwd4ayv021rvs4w00ae0bsq",""
"MLB3540284897","JOTABÊ AUTOPEÇAS","MLB192572","Módulo Central Renegade Toro 15 A 18 56029583ab ","ML-MLB3540284897","fallback-itemId","218","1","15","15","15","0.6","kw:SMALL","cmmwbywwx030hvsaku3sxteoc","","create-new","","cmnwd4biy021tvs4w42kye2ip","cmnwd4br1021vvs4w8idl3qw9",""
"MLB3541533469","JOTABÊ AUTOPEÇAS","MLB101763","Porta Dianteira Direita Peugeot 207 2011","ML-MLB3541533469","fallback-itemId","380","1","30","50","80","12","cat:MLB101763->XLARGE","cmmwc3rfp06x0vsak3s2x0o8h","","create-new","","cmnwd4cb3021xvs4w9t8weymd","cmnwd4cj5021zvs4w26tquih0",""
"MLB3540753871","JOTABÊ AUTOPEÇAS","MLB116012","Volante Hb20 2022 Multifuncional Cinza","ML-MLB3540753871","fallback-itemId","231","1","15","15","15","0.6","fallback:SMALL","cmmwbz0kd033hvsakag5jhst7","","create-new","","cmnwd4d320221vs4wdusq5q9l","cmnwd4daz0223vs4wjynork6f",""
"MLB4294637270","JOTABÊ AUTOPEÇAS","MLB63846","Retrovisor Manual Direito Peugeot 206 207 1999 A 2014","ML-MLB4294637270","fallback-itemId","112","1","15","15","15","0.6","cat:MLB63846->SMALL","cmmwc3po206vjvsakoqtqu96t","","create-new","","cmnwd4duw0225vs4w870f5tly","cmnwd4e2u0227vs4wktg7j31i",""
"MLB3544758461","JOTABÊ AUTOPEÇAS","MLB101763","Porta Traseira Direita Peugeot 207 ","ML-MLB3544758461","fallback-itemId","337","1","30","50","80","12","cat:MLB101763->XLARGE","cmmwc3rfp06x0vsak3s2x0o8h","","create-new","","cmnwd4ems0229vs4w94o7ay40","cmnwd4eus022bvs4w5xq8ljqi",""
"MLB3540416027","JOTABÊ AUTOPEÇAS","MLB63736","Grade Superior Radiador Renault Logan 2014 A 2022 Original ","ML-MLB3540416027","fallback-itemId","185","1","15","40","40","2","cat:MLB63736->MEDIUM_FLAT","cmmwbyrq702w7vsakz8hs1ry7","","create-new","","cmnwd4fep022dvs4wcbizbks0","cmnwd4fmo022fvs4wqinkckiu",""
"MLB3542629077","JOTABÊ AUTOPEÇAS","MLB47102","Difusor Ar Central Honda City 7761079l","ML-MLB3542629077","fallback-itemId","85","1","15","15","15","0.6","cat:MLB47102->SMALL","cmmwbyzbh032kvsak6dazk540","","create-new","","cmnwd4g6l022hvs4wrrg8kswn","cmnwd4gem022jvs4wigrzxxwu",""
"MLB4306901872","JOTABÊ AUTOPEÇAS","MLB63712","Tampa Frontal Motor Ford Mondeo 2.0 16v Original  Usado","ML-MLB4306901872","fallback-itemId","339","1","15","15","15","0.6","fallback:SMALL","cmmwc6dzb0926vsakssanhhbu","","create-new","","cmnwd4gyi022lvs4wp286wmov","cmnwd4h6j022nvs4wisqim1nk",""
"MLB4308801512","JOTABÊ AUTOPEÇAS","MLB190976","Motor Arranque Partida Honda City Fit 1.5 16v 4280005800","ML-MLB4308801512","fallback-itemId","264","1","25","25","25","2","cat:MLB190976->MEDIUM","cmmwc3y2a072evsakcnkzlv8d","","create-new","","cmnwd4hu9022pvs4wgkhrc9i3","cmnwd4i28022rvs4wzcgyj02z",""
"MLB3547117713","JOTABÊ AUTOPEÇAS","MLB63735","Coletor Escape Peugeot 207 1.4 ","ML-MLB3547117713","fallback-itemId","151","1","25","25","25","2","cat:MLB63735->MEDIUM","cmmwbyxn90314vsaktx6r9e1u","","create-new","","cmnwd4im1022tvs4wad95y5ir","cmnwd4ity022vvs4wrroreizz",""
"MLB4309743896","JOTABÊ AUTOPEÇAS","MLB116012","Capa Volante Peugeot 206 207","ML-MLB4309743896","fallback-itemId","98","1","15","15","15","0.6","fallback:SMALL","cmmwbz0kd033hvsakag5jhst7","","create-new","","cmnwd4je0022xvs4w1l2gvmk5","cmnwd4jm0022zvs4w3xj7fso0",""
"MLB3544938013","JOTABÊ AUTOPEÇAS","MLB101765","Tampa Traseira Peugeot 207 ","ML-MLB3544938013","fallback-itemId","422","1","30","80","100","18","cat:MLB101765->XXLARGE","cmmwc3rbi06wyvsak8wi295m0","","create-new","","cmnwd4k5y0231vs4wk6c3r0gs","cmnwd4ke10233vs4wgtdd3e3p",""
"MLB4308751718","JOTABÊ AUTOPEÇAS","MLB47110","Coletor De Admissão Honda City E Fit 1.5","ML-MLB4308751718","fallback-itemId","126","1","25","25","25","2","cat:MLB47110->MEDIUM","cmmwbyxfx030xvsak16p9q9bd","","create-new","","cmnwd4kxy0235vs4w8fmohfqr","cmnwd4l5x0237vs4whv5a0x0l",""
"MLB3544702703","JOTABÊ AUTOPEÇAS","MLB63512","Motor Limpador Traseiro Vw Passat Tsi 2 0 2009 83740","ML-MLB3544702703","fallback-itemId","79","1","25","25","25","2","cat:MLB63512->MEDIUM","cmmwc6i9y095mvsakw0o3wsah","","create-new","","cmnwd4lpz0239vs4w61k2ju3g","cmnwd4ly0023bvs4wz3mmbiii",""
"MLB3544799883","JOTABÊ AUTOPEÇAS","MLB194772","Gargalo Tanque Combustível Uno Vivace 2011 A 2015","ML-MLB3544799883","fallback-itemId","180","1","15","15","15","0.6","fallback:SMALL","cmmwc47vl07a9vsakc2mz6wyj","","create-new","","cmnwd4mi2023dvs4w6m2hvthp","cmnwd4mpy023fvs4wm7g649qh",""
"MLB3542542069","JOTABÊ AUTOPEÇAS","MLB193934","Polia Virabrequim  Peugeot 207","ML-MLB3542542069","fallback-itemId","59","1","15","15","15","0.6","cat:MLB193934->SMALL","cmmwbyy04031gvsakxq63yi90","","create-new","","cmnwd4n9y023hvs4wi45ktzxx","cmnwd4ni0023jvs4w01r0e75i",""
"MLB4304300288","JOTABÊ AUTOPEÇAS","MLB22704","Console Central Peugeot 206 207 96704798zd","ML-MLB4304300288","fallback-itemId","66","1","25","25","25","2","cat:MLB22704->MEDIUM","cmmwc48el07amvsakdva52cdc","","create-new","","cmnwd4o1x023lvs4w7581cwp9","cmnwd4o9u023nvs4waza0zujr",""
"MLB4334960610","JOTABÊ AUTOPEÇAS","MLB47110","Coletor Admissão Hb20 1.0 3cc 2013 A 2024","ML-MLB4334960610","fallback-itemId","201","1","25","25","25","2","cat:MLB47110->MEDIUM","cmmwbyxfx030xvsak16p9q9bd","","create-new","","cmnwd4otr023pvs4wi7hg1dlm","cmnwd4p1u023rvs4wmx9wv6uz",""
"MLB3554292541","JOTABÊ AUTOPEÇAS","MLB193933","Mangueira Filtro Ar Peugeot 206 307 1.6 9635638780a","ML-MLB3554292541","fallback-itemId","99","1","10","10","50","0.8","cat:MLB193933->SMALL_LONG","cmmwbyxzw031fvsakdunhj8gb","","create-new","","cmnwd4plq023tvs4wii4xbdxa","cmnwd4ptr023vvs4w35rt721y",""
"MLB3552643233","JOTABÊ AUTOPEÇAS","MLB431130","Chicote Elétrico Tras Esq Peugeot 206 Sw 2005 2008 ","ML-MLB3552643233","fallback-itemId","50","1","15","15","15","0.6","cat:MLB431130->SMALL","cmmwbz148033xvsakbzpulpzu","","create-new","","cmnwd4qds023xvs4wo1gjy1vs","cmnwd4qlr023zvs4w5eraouej",""
"MLB4326490758","JOTABÊ AUTOPEÇAS","MLB115601","Comando Botão Retrovisor Elétrico Gm Astra 1999 A 2012 ","ML-MLB4326490758","fallback-itemId","42","1","15","15","15","0.6","kw:SMALL","cmmwc497p07bevsakcm7dus33","","create-new","","cmnwd4r5s0241vs4w78s53v6m","cmnwd4rdm0243vs4w9lb0sgn5",""
"MLB3554202341","JOTABÊ AUTOPEÇAS","MLB430189","Tampa Corrente Motor Volkswagen Jetta 2003 2009 2.5 20v","ML-MLB3554202341","fallback-itemId","86","1","15","15","15","0.6","cat:MLB430189->SMALL","cmmwc452n0784vsakoegi851g","","create-new","","cmnwd4rxj0245vs4wmz1qyyqv","cmnwd4s5m0247vs4w6mb38hnk",""
"MLB3549142687","JOTABÊ AUTOPEÇAS","MLB115599","Botao Interruptor Pisca Alerta Vw Fox 2014 2018","ML-MLB3549142687","fallback-itemId","56","1","10","10","10","0.3","kw:TINY","cmmwc49fa07bgvsakwy1vfmyu","","create-new","","cmnwd4spi0249vs4wbenbltnp","cmnwd4sxg024bvs4w791lc9wh",""
"MLB4328477586","JOTABÊ AUTOPEÇAS","MLB6170","Peça De Junção De Água Ford Ka 1.0 12v 2015 Á 2020","ML-MLB4328477586","fallback-itemId","59","1","10","10","50","0.8","cat:MLB6170->SMALL_LONG","cmmwbyhmy02o6vsakox7jrztj","","create-new","","cmnwd4tll024dvs4wgzpn6a9e","cmnwd4ttn024fvs4wtpjkc7r3",""
"MLB4329100206","JOTABÊ AUTOPEÇAS","MLB191714","Maquina De Vidro Citroen C4 Pallas Traseira Esquerda ","ML-MLB4329100206","fallback-itemId","115","1","15","15","15","0.6","cat:MLB191714->SMALL","cmmwc42u00763vsakunc8b6xt","","create-new","","cmnwd4ude024hvs4ws8sqrsnn","cmnwd4ulc024jvs4wp4qqdao5",""
"MLB4328677642","JOTABÊ AUTOPEÇAS","MLB193934","Comando Virabrequim Motor Uno Palio Fire 1.01.4 55181234","ML-MLB4328677642","fallback-itemId","46","1","15","15","15","0.6","cat:MLB193934->SMALL","cmmwbyy04031gvsakxq63yi90","","create-new","","cmnwd4v5d024lvs4wzvmku6vx","cmnwd4vde024nvs4wxybawd70",""
"MLB4334963650","JOTABÊ AUTOPEÇAS","MLB47110","Coletor De Admissão Renault Symbol 2009 1.6 16v ","ML-MLB4334963650","fallback-itemId","129","1","25","25","25","2","cat:MLB47110->MEDIUM","cmmwbyxfx030xvsak16p9q9bd","","create-new","","cmnwd4vxa024pvs4w2ywkt5eb","cmnwd4w5g024rvs4wnis6dmq6",""
