itemId,account,category,title,derivedSku,skuSource,price,stock,h,w,l,weightKg,dimSource,mlCategoryLocalId,existingProductId,action,error
"MLB3819713551","JOTABÊ AUTOPEÇAS","MLB7818","Escapamento Volkswagen Gol G5","13041","SELLER_SKU","383","1","15","15","15","0.6","fallback:SMALL","cmmwbyu8b02y7vsakfisn0ezc","","create-new",""
"MLB5008836872","JOTABÊ AUTOPEÇAS","MLB428983","Maçaneta Interna Traseira Direita Peugeot 206","12970","SELLER_SKU","50.18","1","15","15","15","0.6","cat:MLB428983->SMALL","cmmwc3qp206wbvsak8xk9mw49","","create-new",""
"MLB3821629093","JOTABÊ AUTOPEÇAS","MLB191715","Máquina Vidro Traseiro Esquerdo Fiat Palio ","12968","SELLER_SKU","78","1","25","25","25","2","cat:MLB191715->MEDIUM","cmmwc42tk0762vsakjv783jgg","","create-new",""
"MLB3819764295","JOTABÊ AUTOPEÇAS","MLB7818","Escapamento Volkswagen Gol G5","13042","SELLER_SKU","383","1","15","15","15","0.6","fallback:SMALL","cmmwbyu8b02y7vsakfisn0ezc","","create-new",""
"MLB3822678415","JOTABÊ AUTOPEÇAS","MLB271725","Mangueira Combustível Punto 1.6 55227022","13081","SELLER_SKU","69","1","15","15","15","0.6","fallback:SMALL","cmmwc3p3606uyvsakt38518cs","","create-new",""
"MLB3821100653","JOTABÊ AUTOPEÇAS","MLB435489","Canaleta Renault Logan 2010 A 2011","12897","SELLER_SKU","69","1","15","15","15","0.6","fallback:SMALL","cmmwc1g4h0527vsak8ianyb3s","","create-new",""
"MLB3822648081","JOTABÊ AUTOPEÇAS","MLB192566","Bico Injetor Fiat Punto 2014 1.6 16v","13069","SELLER_SKU","94","1","10","10","10","0.3","cat:MLB192566->TINY","cmmwbywuu030cvsakj1w868fe","","create-new",""
"MLB5011544070","JOTABÊ AUTOPEÇAS","MLB440325","Semi Eixo Esquerdo Palio Attractive Uno Vivace 1.0 518340980","12889","SELLER_SKU","218","1","15","15","15","0.6","fallback:SMALL","cmmwc4igv07j6vsak438m4fc2","","create-new",""
"MLB3822655001","JOTABÊ AUTOPEÇAS","MLB243566","Tampa Reservatório Partida Frio Punto Gasolina  Vermelho","13063","SELLER_SKU","77","1","15","15","15","0.6","kw:SMALL","cmmwbze5n03envsaky54rzu4r","","create-new",""
"MLB5013355058","JOTABÊ AUTOPEÇAS","MLB101765","Tampa Traseira Audi A3 Branco","12941","SELLER_SKU","391","1","30","80","100","18","cat:MLB101765->XXLARGE","cmmwc3rbi06wyvsak8wi295m0","","create-new",""
"MLB5019383820","JOTABÊ AUTOPEÇAS","MLB260315","Puxador Interno Fiat Punto ","13232","SELLER_SKU","54","1","15","15","15","0.6","kw:SMALL","cmmwc183i04vhvsakubhgq766","","create-new",""
"MLB5019464180","JOTABÊ AUTOPEÇAS","MLB191717","Borracha Porta Dianteira Direita Fiat Palio Zoião ","13117","SELLER_SKU","78","1","10","10","50","0.8","cat:MLB191717->SMALL_LONG","cmmwbyyqy0322vsak3d6uzij0","","create-new",""
"MLB5019212858","JOTABÊ AUTOPEÇAS","MLB63735","Isolador Coletor Escape Fiat Punto","13210","SELLER_SKU","101","1","25","25","25","2","cat:MLB63735->MEDIUM","cmmwbyxn90314vsaktx6r9e1u","","create-new",""
"MLB5019487890","JOTABÊ AUTOPEÇAS","MLB191717","Borracha Porta Traseira Esquerda Fiat Palio ","13122","SELLER_SKU","77","1","10","10","50","0.8","cat:MLB191717->SMALL_LONG","cmmwbyyqy0322vsak3d6uzij0","","create-new",""
"MLB3826503771","JOTABÊ AUTOPEÇAS","MLB191717","Jogo Borracha De Porta Fiat Punto","13242","SELLER_SKU","313","1","10","10","50","0.8","cat:MLB191717->SMALL_LONG","cmmwbyyqy0322vsak3d6uzij0","","create-new",""
"MLB3830311067","JOTABÊ AUTOPEÇAS","MLB191717","Borracha Porta Volkswagen Gol G5 G6","13460","SELLER_SKU","78","1","10","10","50","0.8","cat:MLB191717->SMALL_LONG","cmmwbyyqy0322vsak3d6uzij0","","create-new",""
"MLB5034409904","JOTABÊ AUTOPEÇAS","MLB193399","Radiador Completo Ford Ka 2014 A 2018 Manual","13811","SELLER_SKU","940","1","15","15","15","0.6","fallback:SMALL","cmmwc45s0078nvsak8tu2b1a9","","create-new",""
"MLB5039117844","JOTABÊ AUTOPEÇAS","MLB194775","Iimitador Dobradiça Dianteiro Chevrolet Onix","13704","SELLER_SKU","77","1","15","15","15","0.6","fallback:SMALL","cmmwc3p4i06v2vsakqouojgve","","create-new",""
"MLB3833013295","JOTABÊ AUTOPEÇAS","MLB193571","Barra Estabilizadora Dianteira Palio 2003 A 2015","13541","SELLER_SKU","218","1","15","15","15","0.6","fallback:SMALL","cmmwc4cu807egvsakbp6g6103","","create-new",""
"MLB5042114944","JOTABÊ AUTOPEÇAS","MLB194796","Ventoinha Defletor Punto 2007 A 2017 ","13908","SELLER_SKU","431","1","15","15","15","0.6","fallback:SMALL","cmmwbysvk02x9vsak6t014wa6","","create-new",""
"MLB5048924968","JOTABÊ AUTOPEÇAS","MLB22735","Seta Farol Esquerdo Volkswagen Gol Quadrado Paralelo Esquerdo","14071","SELLER_SKU","26","1","30","40","50","5","kw:LARGE","cmmwc416v074ivsakqbkvgguo","","create-new",""
"MLB3845258813","JOTABÊ AUTOPEÇAS","MLB194742","Acabamento Cabo Marcha Ford Ka 2007 2008 2009 2010 2011","14267","SELLER_SKU","77","1","15","15","15","0.6","fallback:SMALL","cmmwc4igt07j5vsakuuc690j3","","create-new",""
"MLB3846112431","JOTABÊ AUTOPEÇAS","MLB430784","Kit Parafuso Volante Motor Argo Mobi 1.0 3cc","14279","SELLER_SKU","50","1","15","15","15","0.6","fallback:SMALL","cmmwc4ie207iwvsakm58yqaag","","create-new",""
"MLB3846368191","JOTABÊ AUTOPEÇAS","MLB373461","Platô Embreagem Fiat Palio Siena 1.0","14289","SELLER_SKU","156","1","15","15","15","0.6","fallback:SMALL","cmmwc4i4h07itvsakvc9gvc3k","","create-new",""
"MLB5055348596","JOTABÊ AUTOPEÇAS","MLB194761","Disco Embreagem Fiat Palio Siena 1.0","14296","SELLER_SKU","156","1","15","15","15","0.6","fallback:SMALL","cmmwc4hga07ibvsak6nwz6o4e","","create-new",""
"MLB5057637926","JOTABÊ AUTOPEÇAS","MLB63586","Ponteira Parachoque Traseiro Esquerdo Strada 2014 A 2020","14491","SELLER_SKU","219","1","30","50","80","12","kw:XLARGE","cmmwc3r8206wrvsakocw7y83w","","create-new",""
"MLB3847561861","JOTABÊ AUTOPEÇAS","MLB456938","Ponteira Traseira Direita Volkswagen Saveiro G6","14123","SELLER_SKU","78","1","15","15","15","0.6","fallback:SMALL","cmmwc4pcp07onvsakzdmqkpmc","","create-new",""
"MLB3847515149","JOTABÊ AUTOPEÇAS","MLB22645","Lanterna Direita Fiat Palio Weekend 2012 2013 2014 Detalhe","14370","SELLER_SKU","101","1","25","25","25","2","cat:MLB22645->MEDIUM","cmmwc40oc074gvsak3q821qhi","","create-new",""
"MLB5073189128","JOTABÊ AUTOPEÇAS","MLB278288","Para Barro Traseiro Esquerdo Audi A3","14786","SELLER_SKU","140","1","15","15","15","0.6","fallback:SMALL","cmmwbygre02ncvsakcimet52v","","create-new",""
"MLB3852805717","JOTABÊ AUTOPEÇAS","MLB260671","Coletor Ford Ecosport 2010 1.6 Zetec","14586","SELLER_SKU","179","1","15","15","15","0.6","fallback:SMALL","cmmwc3o1p06u5vsak6hm8713b","","create-new",""
"MLB5070797138","JOTABÊ AUTOPEÇAS","MLB190953","Condensador Fiat Palio 2003 ","14682","SELLER_SKU","156","1","15","15","15","0.6","fallback:SMALL","cmmwc3t6706y2vsakzfobhq9c","","create-new",""
"MLB5071035058","JOTABÊ AUTOPEÇAS","MLB7818","Silenciador Traseiro Fiat Siena Fire","14698","SELLER_SKU","219","1","15","15","15","0.6","fallback:SMALL","cmmwbyu8b02y7vsakfisn0ezc","","create-new",""
"MLB3852781185","JOTABÊ AUTOPEÇAS","MLB430784","Volante Motor Ford Ecosport 1.6 Zetec","14587","SELLER_SKU","226","1","15","15","15","0.6","fallback:SMALL","cmmwc4ie207iwvsakm58yqaag","","create-new",""
"MLB3852776875","JOTABÊ AUTOPEÇAS","MLB47104","Virabrequim Ford Ecosport 1.6","14583","SELLER_SKU","375","1","15","15","15","0.6","fallback:SMALL","cmmwbyyj1031uvsak6o5qvtaj","","create-new",""
"MLB3852896137","JOTABÊ AUTOPEÇAS","MLB410863","Suporte Do Macaco E Chave Roda Agile Gm","14549","SELLER_SKU","69","1","15","15","15","0.6","fallback:SMALL","cmmwbvte900ilvsakbdoogafo","","create-new",""
"MLB5072782030","JOTABÊ AUTOPEÇAS","MLB278288","Suporte Para Barro Audi A3 ","14745","SELLER_SKU","78","1","15","15","15","0.6","fallback:SMALL","cmmwbygre02ncvsakcimet52v","","create-new",""
"MLB3856220435","JOTABÊ AUTOPEÇAS","MLB278288","Para Barro Traseiro Direito Audi A3","14787","SELLER_SKU","140","1","15","15","15","0.6","fallback:SMALL","cmmwbygre02ncvsakcimet52v","","create-new",""
"MLB3855824725","JOTABÊ AUTOPEÇAS","MLB260618","Moldura Freio Mão Fiat Palio Siena ","14729","SELLER_SKU","54","1","10","10","50","0.8","kw:SMALL_LONG","cmmwbyhiz02nyvsakykn4v4ae","","create-new",""
"MLB5077122326","JOTABÊ AUTOPEÇAS","MLB3385","Módulo Audi A3 Golf 1c0907379k","14748","SELLER_SKU","391","1","15","15","15","0.6","kw:SMALL","cmmwbvuhw00jgvsaketvo2r6t","","create-new",""
"MLB3856125497","JOTABÊ AUTOPEÇAS","MLB47091","Bomba Água Audi A3 ","14772","SELLER_SKU","101","1","15","15","15","0.6","cat:MLB47091->SMALL","cmmwc43dp076mvsakrdrgny2a","","create-new",""
"MLB5072706192","JOTABÊ AUTOPEÇAS","MLB432462","Porta Luvas Audi A3 2003 ","14747","SELLER_SKU","196","1","30","50","80","12","kw:XLARGE","cmmwc4aml07civsakb636n8fg","","create-new",""
"MLB3858113667","JOTABÊ AUTOPEÇAS","MLB60610","Caixa Ar Condicionado Audi A3","12871","SELLER_SKU","274","1","15","15","15","0.6","fallback:SMALL","cmmwc3t6706yavsakesi1046b","","create-new",""
"MLB3860241585","JOTABÊ AUTOPEÇAS","MLB47091","Bomba Água Hidráulica Fiat Punto 1.8","14976","SELLER_SKU","469","1","15","15","15","0.6","cat:MLB47091->SMALL","cmmwc43dp076mvsakrdrgny2a","","create-new",""
"MLB5085197796","JOTABÊ AUTOPEÇAS","MLB46679","Moldura Banco Direita Audi A3","15099","SELLER_SKU","70","1","30","50","80","12","kw:XLARGE","cmmwbyz30032cvsako6xbuygi","","create-new",""
"MLB3861585781","JOTABÊ AUTOPEÇAS","MLB194170","Caixa Comando Válvula Expansão Audi A3","15095","SELLER_SKU","70","1","15","15","15","0.6","fallback:SMALL","cmmwc6df8091lvsakq4hzq9ti","","create-new",""
"MLB3860106231","JOTABÊ AUTOPEÇAS","MLB456938","Ponteira Traseira Fiat Strada Esquerda ","15013","SELLER_SKU","109","1","15","15","15","0.6","fallback:SMALL","cmmwc4pcp07onvsakzdmqkpmc","","create-new",""
"MLB3860082307","JOTABÊ AUTOPEÇAS","MLB458637","Moldura Paralama Traseira Direita Fiat Uno Way","15011","SELLER_SKU","101","1","30","50","80","12","kw:XLARGE","cmmwc6aqn08zavsakpd6fvl06","","create-new",""
"MLB3864869941","JOTABÊ AUTOPEÇAS","MLB431858","Capa Painel Volkswagen Gol G5","15156","SELLER_SKU","234","1","15","40","40","2","cat:MLB431858->MEDIUM_FLAT","cmmwbyhib02nvvsakniiyq37b","","create-new",""
"MLB5097541126","JOTABÊ AUTOPEÇAS","MLB456938","Ponteira Esquerda Fiat Strada ","15272","SELLER_SKU","117","1","15","15","15","0.6","fallback:SMALL","cmmwc4pcp07onvsakzdmqkpmc","","create-new",""
"MLB3865165131","JOTABÊ AUTOPEÇAS","MLB60610","Caixa Ar Condicionado Fiat Punto 1.8","15204","SELLER_SKU","234","1","15","15","15","0.6","fallback:SMALL","cmmwc3t6706yavsakesi1046b","","create-new",""
"MLB3873847451","JOTABÊ AUTOPEÇAS","MLB194173","Parafuso Polia Variavel Fiat Palio Strada 1.4 Evo","14835","SELLER_SKU","39","1","15","15","15","0.6","fallback:SMALL","cmmwc6dz60925vsak06429ods","","create-new",""
"MLB5120107914","JOTABÊ AUTOPEÇAS","MLB456751","Protetor Calor Catalisador Hyundai 1.6 2015","15629","SELLER_SKU","101","1","15","15","15","0.6","fallback:SMALL","cmmwbz4ci036jvsakzie0gr0u","","create-new",""
"MLB5120763488","JOTABÊ AUTOPEÇAS","MLB193151","Tensor Polia Volkswagen Jetta 2.0","15703","SELLER_SKU","156","1","15","15","15","0.6","fallback:SMALL","cmmwc44yg077tvsak016yr2ip","","create-new",""
"MLB3877148353","JOTABÊ AUTOPEÇAS","MLB278288","Para Barro Traseiro Direito Fiat Strada ","15620","SELLER_SKU","94","1","15","15","15","0.6","fallback:SMALL","cmmwbygre02ncvsakcimet52v","","create-new",""
"MLB5120322118","JOTABÊ AUTOPEÇAS","MLB190953","Condensador  Ar Quente Fiat Palio ","15660","SELLER_SKU","117","1","15","15","15","0.6","fallback:SMALL","cmmwc3t6706y2vsakzfobhq9c","","create-new",""
"MLB3878355741","JOTABÊ AUTOPEÇAS","MLB193737","Bomba Direção Hidráulica Volkswagen Jetta 2.0","15706","SELLER_SKU","391","1","15","15","15","0.6","fallback:SMALL","cmmwc4fpu07glvsak9y82uhr3","","create-new",""
"MLB3881548009","JOTABÊ AUTOPEÇAS","MLB432462","Porta Luvas Hyundai Hb20 15 ","15734","SELLER_SKU","125","1","30","50","80","12","kw:XLARGE","cmmwc4aml07civsakb636n8fg","","create-new",""
"MLB3881618329","JOTABÊ AUTOPEÇAS","MLB278288","Para Barro Traseiro Esquerdo Hyundai Hb20 2015","15882","SELLER_SKU","94","1","15","15","15","0.6","fallback:SMALL","cmmwbygre02ncvsakcimet52v","","create-new",""
"MLB3881748533","JOTABÊ AUTOPEÇAS","MLB277952","Quebra Sol Direito Hyundai Hb20 2015","15867","SELLER_SKU","62","1","15","15","15","0.6","fallback:SMALL","cmmwbyhyb02o9vsak02chi4o8","","create-new",""
"MLB3881601881","JOTABÊ AUTOPEÇAS","MLB194771","Cabo Puxador Capo Hyundai Hb20 2015","15887","SELLER_SKU","54","1","30","80","100","18","kw:XXLARGE","cmmwc47w407agvsakh7qedkoq","","create-new",""
"MLB3886438993","JOTABÊ AUTOPEÇAS","MLB432462","Porta Luvas Fusion 2013 A 2016","15950","SELLER_SKU","234","1","30","50","80","12","kw:XLARGE","cmmwc4aml07civsakb636n8fg","","create-new",""
"MLB5146501200","JOTABÊ AUTOPEÇAS","MLB60608","Compressor Ar Condicionado Ford Fusion 2.0 2016","16053","SELLER_SKU","980","1","25","25","25","2","kw:MEDIUM","cmmwc3t6806yfvsaki6wy5olz","","create-new",""
"MLB5146564720","JOTABÊ AUTOPEÇAS","MLB194024","Tubo Mangueira Intercooler Ford Fusion 2016 2.0","16056","SELLER_SKU","141","1","15","15","15","0.6","fallback:SMALL","cmmwbyxr70318vsak9r6vaevm","","create-new",""
"MLB5146465846","JOTABÊ AUTOPEÇAS","MLB190953","Condensador Ford Fusion 2.0 2016 ","16044","SELLER_SKU","431","1","15","15","15","0.6","fallback:SMALL","cmmwc3t6706y2vsakzfobhq9c","","create-new",""
"MLB3891927263","JOTABÊ AUTOPEÇAS","MLB194796","Radiador Ventoinha Ford Fusion 2.0 2016","16042","SELLER_SKU","1372","1","15","15","15","0.6","fallback:SMALL","cmmwbysvk02x9vsak6t014wa6","","create-new",""
"MLB3889709187","JOTABÊ AUTOPEÇAS","MLB193151","Esticador De Correia Ford Fusion ","15997","SELLER_SKU","156","1","15","15","15","0.6","fallback:SMALL","cmmwc44yg077tvsak016yr2ip","","create-new",""
"MLB5144145878","JOTABÊ AUTOPEÇAS","MLB456312","Tampa Válvula Motor Ford Fusion 2016","16014","SELLER_SKU","352","1","15","15","15","0.6","fallback:SMALL","cmmwc6km3097nvsak1fe9aenq","","create-new",""
"MLB3892285255","JOTABÊ AUTOPEÇAS","MLB47113","Turbina Ford Fusion 2016 2.0 Turbo","15975","SELLER_SKU","2006","1","15","15","15","0.6","fallback:SMALL","cmmwc6he6094wvsakdgr4wxkg","","create-new",""
"MLB5153035820","JOTABÊ AUTOPEÇAS","MLB3905","Auto Falante Porta Ford Ka 2014 A 2022 Preto","17467","SELLER_SKU","62","1","30","50","80","12","kw:XLARGE","cmmwbvtyf00j0vsakmh2412wr","","create-new",""
"MLB5153408320","JOTABÊ AUTOPEÇAS","MLB47104","Mancal Virabrequim Ford Fusion 2.0","17530","SELLER_SKU","266","1","15","15","15","0.6","fallback:SMALL","cmmwbyyj1031uvsak6o5qvtaj","","create-new",""
"MLB3895630097","JOTABÊ AUTOPEÇAS","MLB47104","Virabrequim Ford Fusion 2.0 Turbo Ecoboost Std","17507","SELLER_SKU","2194","1","15","15","15","0.6","fallback:SMALL","cmmwbyyj1031uvsak6o5qvtaj","","create-new",""
"MLB3895644051","JOTABÊ AUTOPEÇAS","MLB3905","Auto Falante Porta Dianteira Ford Ka 2014 A 2022 Preto","15899","SELLER_SKU","62","1","30","50","80","12","kw:XLARGE","cmmwbvtyf00j0vsakmh2412wr","","create-new",""
"MLB3895581521","JOTABÊ AUTOPEÇAS","MLB430784","Cremalheira Volante Motor Fusion 2.0 2012 A 2019 1s7p6375ca","17510","SELLER_SKU","383","1","25","25","25","2","kw:MEDIUM","cmmwc4ie207iwvsakm58yqaag","","create-new",""
"MLB3897778759","JOTABÊ AUTOPEÇAS","MLB458637","Moldura Paralama Fiat Toro 2017 A 2022 Lado Direito ","17609","SELLER_SKU","312","1","30","50","80","12","kw:XLARGE","cmmwc6aqn08zavsakpd6fvl06","","create-new",""
"MLB3898928045","JOTABÊ AUTOPEÇAS","MLB456312","Tampa Válvula Caixa Ar Hyundai Hb20 2015 1.0 3c 22400040","17647","SELLER_SKU","352","1","15","15","15","0.6","fallback:SMALL","cmmwc6km3097nvsak1fe9aenq","","create-new",""
"MLB5162058962","JOTABÊ AUTOPEÇAS","MLB191717","Borracha Porta Traseira Esquerda Volkswagen Jetta 2012","17779","SELLER_SKU","94","1","10","10","50","0.8","cat:MLB191717->SMALL_LONG","cmmwbyyqy0322vsak3d6uzij0","","create-new",""
"MLB5159584868","JOTABÊ AUTOPEÇAS","MLB22714","Emblema Grade Parachoque Dianteiro Chevrolet Spin ","17644","SELLER_SKU","54","1","30","50","80","12","kw:XLARGE","cmmwbyyrk0323vsaky9sgkwkl","","create-new",""
"MLB5163234012","JOTABÊ AUTOPEÇAS","MLB252556","Capa Proteção Assoalho Direito Fusion 2015","16263","SELLER_SKU","108","1","15","15","15","0.6","fallback:SMALL","cmmwbyr8t02vyvsaka7mvbhe0","","create-new",""
"MLB3899769621","JOTABÊ AUTOPEÇAS","MLB432462","Porta Luva Volkswagen Jetta 2012 ","17705","SELLER_SKU","234","1","30","50","80","12","kw:XLARGE","cmmwc4aml07civsakb636n8fg","","create-new",""
"MLB5163971534","JOTABÊ AUTOPEÇAS","MLB431858","Acabamento Inferior Painel Chave Luz Vw Jetta","16330","SELLER_SKU","77","1","15","40","40","2","cat:MLB431858->MEDIUM_FLAT","cmmwbyhib02nvvsakniiyq37b","","create-new",""
"MLB3900397323","JOTABÊ AUTOPEÇAS","MLB430545","Moldura Lateral Esquerda Tampa Traseira Inteira Fiat Punto ","14869","SELLER_SKU","77","1","30","80","100","18","kw:XXLARGE","cmmwc4s8c07qxvsake7msd2d5","","create-new",""
"MLB3899796407","JOTABÊ AUTOPEÇAS","MLB2235","Alavanca Marcha Automática Volkswagen Jetta 2011 A 2014","17712","SELLER_SKU","304","1","15","15","15","0.6","fallback:SMALL","cmmwbyz25032avsakexopg0vb","","create-new",""
"MLB5166951000","JOTABÊ AUTOPEÇAS","MLB193151","Tensor Correia Alternador Ford Fusion 2016","16476","SELLER_SKU","93","1","25","25","25","2","kw:MEDIUM","cmmwc44yg077tvsak016yr2ip","","create-new",""
"MLB3901029917","JOTABÊ AUTOPEÇAS","MLB412405","Lameiro Traseiro Direito Ford Fusion 2016 ","16250","SELLER_SKU","148","1","15","15","15","0.6","fallback:SMALL","cmmwbylj502revsakrogc7bdp","","create-new",""
"MLB3902617753","JOTABÊ AUTOPEÇAS","MLB430923","Acabamento Traseiro Esquerdo Cinto Hb20","15829","SELLER_SKU","54","1","15","15","15","0.6","fallback:SMALL","cmmwbyhr602o7vsaklwg9ntpf","","create-new",""
"MLB3902684511","JOTABÊ AUTOPEÇAS","MLB194052","Corrente Engrenagem Virabrequim Ford Fusion 2016 2.0","16460","SELLER_SKU","109","1","10","10","10","0.3","cat:MLB194052->TINY","cmmwc6f1u0931vsakdblutlk0","","create-new",""
"MLB5166733822","JOTABÊ AUTOPEÇAS","MLB439540","Ventoinha Hyundai Hb20 2015 1.0","16390","SELLER_SKU","226","1","15","15","15","0.6","fallback:SMALL","cmmwc3t6706y0vsak1c753dd9","","create-new",""
"MLB5170453822","JOTABÊ AUTOPEÇAS","MLB277952","Quebra Sol Direito Ford Fusion 2016","16449","SELLER_SKU","94","1","15","15","15","0.6","fallback:SMALL","cmmwbyhyb02o9vsak02chi4o8","","create-new",""
"MLB5170732394","JOTABÊ AUTOPEÇAS","MLB2219","Tapete Tampa Traseira Ford Fusion 2016","16512","SELLER_SKU","234","1","30","80","100","18","kw:XXLARGE","cmmwbyhlx02o4vsakkfklhqxk","","create-new",""
"MLB3902593601","JOTABÊ AUTOPEÇAS","MLB200953","Polia Escape Ford Fusion 2016 2.0 ","16383","SELLER_SKU","391","1","15","15","15","0.6","fallback:SMALL","cmmwc25el05luvsakig0wtb7u","","create-new",""
"MLB5170259394","JOTABÊ AUTOPEÇAS","MLB63507","Acabamento Parabrisa Direito Fusion 2015","16418","SELLER_SKU","69","1","15","15","15","0.6","fallback:SMALL","cmmwc42fu075tvsakdsi8sjat","","create-new",""
"MLB3904355641","JOTABÊ AUTOPEÇAS","MLB278288","Parabarro Lameiro Traseiro Direto Triton 2020","16428","SELLER_SKU","352","1","15","15","15","0.6","fallback:SMALL","cmmwbygre02ncvsakcimet52v","","create-new",""
"MLB5173460644","JOTABÊ AUTOPEÇAS","MLB194793","Motor Helice Ventoinha Radiador Duster 16v Renault ","16553","SELLER_SKU","188","1","15","15","15","0.6","fallback:SMALL","cmmwbytol02xovsakxin0pp3g","","create-new",""
"MLB5173281018","JOTABÊ AUTOPEÇAS","MLB430923","Moldura Coluna Cinto Esquerdo Renault Duster 2014","16550","SELLER_SKU","46","1","10","10","50","0.8","kw:SMALL_LONG","cmmwbyhr602o7vsaklwg9ntpf","","create-new",""
"MLB3905703397","JOTABÊ AUTOPEÇAS","MLB431858","Acabamento Coluna Central Esquerda Renault Sandero 2012","17791","SELLER_SKU","93","1","15","40","40","2","cat:MLB431858->MEDIUM_FLAT","cmmwbyhib02nvvsakniiyq37b","","create-new",""
"MLB3905766983","JOTABÊ AUTOPEÇAS","MLB418751","Suporte Bagageiro Esquerdo Fiat Uno Antigo ","16593","SELLER_SKU","78","1","15","15","15","0.6","fallback:SMALL","cmmwc3j5906q5vsaka6whhqkf","","create-new",""
"MLB5173128296","JOTABÊ AUTOPEÇAS","MLB373457","Alavanca Trambulador Marcha Duster 2017 A 2023","16540","SELLER_SKU","431","1","15","15","15","0.6","fallback:SMALL","cmmwc4iyr07jhvsaketwyghoj","","create-new",""
"MLB5175769984","JOTABÊ AUTOPEÇAS","MLB63735","Defletor Coletor Escape Renault Duster 2013","16644","SELLER_SKU","94","1","25","25","25","2","cat:MLB63735->MEDIUM","cmmwbyxn90314vsaktx6r9e1u","","create-new",""
"MLB5175909478","JOTABÊ AUTOPEÇAS","MLB63851","Espelho Lente Base Retrovisor Fiat","17858","SELLER_SKU","43","1","15","15","15","0.6","kw:SMALL","cmmwc3pn506vivsak6xuqgwmm","","create-new",""
"MLB5175733982","JOTABÊ AUTOPEÇAS","MLB429458","Tampa Vedação Farol Palio","17835","SELLER_SKU","35","1","30","40","50","5","kw:LARGE","cmmwbysa702wqvsakwbcl5d0i","","create-new",""
"MLB5175510772","JOTABÊ AUTOPEÇAS","MLB194793","Motor Ventoinha Radiador Citroen C4 Peugeot 307 2006 A 2012","17826","SELLER_SKU","219","1","25","25","25","2","kw:MEDIUM","cmmwbytol02xovsakxin0pp3g","","create-new",""
"MLB5175354328","JOTABÊ AUTOPEÇAS","MLB437826","Limpador Para-brisa Original Volkswagen","17823","SELLER_SKU","141","1","15","15","15","0.6","fallback:SMALL","cmmwbyley02ravsak3p992bg6","","create-new",""
"MLB5175306638","JOTABÊ AUTOPEÇAS","MLB190954","Evaporador Ar Frio Renault Duster 2013 1.6 ","16618","SELLER_SKU","274","1","15","15","15","0.6","fallback:SMALL","cmmwc3t6706y7vsakgh3rr12k","","create-new",""
"MLB3906532803","JOTABÊ AUTOPEÇAS","MLB437835","Capa Cromada Retrovisor Toyota Hilux 12/15 ","17821","SELLER_SKU","58","1","15","15","15","0.6","kw:SMALL","cmmwbz9kp03auvsakhp06ymni","","create-new",""
"MLB5175400992","JOTABÊ AUTOPEÇAS","MLB63735","Defletor Coletor Escape Renault Duster 2013","16617","SELLER_SKU","94","1","25","25","25","2","cat:MLB63735->MEDIUM","cmmwbyxn90314vsaktx6r9e1u","","create-new",""
"MLB5175363516","JOTABÊ AUTOPEÇAS","MLB63735","Coletor Escape Renault Duster 1.6 ","16615","SELLER_SKU","219","1","25","25","25","2","cat:MLB63735->MEDIUM","cmmwbyxn90314vsaktx6r9e1u","","create-new",""
"MLB5177393716","JOTABÊ AUTOPEÇAS","MLB47106","Bomba Oleo Captiva 3.6 V6 E Afins","17894","SELLER_SKU","368","1","15","15","15","0.6","fallback:SMALL","cmmwc43dv076ovsakov49xb1q","","create-new",""
"MLB5177231400","JOTABÊ AUTOPEÇAS","MLB47088","Cilindro Mestre Freio Ford Ka 2008 A 2012","17886","SELLER_SKU","391","1","15","15","15","0.6","fallback:SMALL","cmmwbyuvs02yuvsak09p68dk7","","create-new",""
"MLB5177436864","JOTABÊ AUTOPEÇAS","MLB194742","Tampa Cabo Marchas Ford Ecosport 2004","17909","SELLER_SKU","78","1","15","15","15","0.6","fallback:SMALL","cmmwc4igt07j5vsakuuc690j3","","create-new",""
"MLB3911550683","JOTABÊ AUTOPEÇAS","MLB194780","Aplique Inferior Parochoque Traseiro Duster 2011 A 2020","16701","SELLER_SKU","469","1","15","15","15","0.6","fallback:SMALL","cmmwc3g2906nqvsakuok5sgeu","","create-new",""
"MLB3911369953","JOTABÊ AUTOPEÇAS","MLB270152","Moldura Painel Traseiro Hyundai Hb20","16696","SELLER_SKU","27","1","10","10","50","0.8","kw:SMALL_LONG","cmmwc3rl906x4vsak9r5w6nu5","","create-new",""
"MLB5188507618","JOTABÊ AUTOPEÇAS","MLB278288","Moldura Paralama Dianteiro Renault Kwid 2018 Lado Esquerdo","16829","SELLER_SKU","132","1","30","50","80","12","kw:XLARGE","cmmwbygre02ncvsakcimet52v","","create-new",""
"MLB5189423284","JOTABÊ AUTOPEÇAS","MLB430228","Moldura Paralama Traseiro Esquerdo Saveiro G5 5u7853503b Cinza","16925","SELLER_SKU","179","1","30","50","80","12","kw:XLARGE","cmmwbyfvl02mqvsak4ldcu6tt","","create-new",""
"MLB5188985282","JOTABÊ AUTOPEÇAS","MLB419833","Chapa Painel Corta Fogo Volkswagen Gol Voyage","16907","SELLER_SKU","54","1","15","15","15","0.6","fallback:SMALL","cmmwbx3l001jkvsakohrljiay","","create-new",""
